 x/h, U+, V+
  2.45437E-02  3.77356E-01 -1.41497E-02
  7.36311E-02  3.61626E-01 -7.17412E-03
  1.22718E-01  3.44739E-01  8.95036E-04
  1.71806E-01  3.29702E-01  5.30707E-03
  2.20893E-01  3.20482E-01  4.62139E-03
  2.69981E-01  3.17675E-01  1.32736E-03
  3.19068E-01  3.17557E-01 -1.03208E-03
  3.68155E-01  3.15444E-01 -6.31829E-04
  4.17243E-01  3.08983E-01  2.32679E-03
  4.66330E-01  2.98468E-01  6.69051E-03
  5.15418E-01  2.85470E-01  1.12799E-02
  5.64505E-01  2.71830E-01  1.53009E-02
  6.13592E-01  2.59276E-01  1.84154E-02
  6.62680E-01  2.49177E-01  2.06335E-02
  7.11767E-01  2.42303E-01  2.21304E-02
  7.60854E-01  2.38757E-01  2.30864E-02
  8.09942E-01  2.38132E-01  2.36137E-02
  8.59029E-01  2.39779E-01  2.37667E-02
  9.08117E-01  2.43048E-01  2.35885E-02
  9.57204E-01  2.47444E-01  2.31482E-02
  1.00629E+00  2.52692E-01  2.25458E-02
  1.05538E+00  2.58723E-01  2.18934E-02
  1.10447E+00  2.65607E-01  2.12911E-02
  1.15355E+00  2.73447E-01  2.08188E-02
  1.20264E+00  2.82291E-01  2.05507E-02
  1.25173E+00  2.92101E-01  2.05738E-02
  1.30082E+00  3.02800E-01  2.09828E-02
  1.34990E+00  3.14285E-01  2.18324E-02
  1.39899E+00  3.26338E-01  2.30392E-02
  1.44808E+00  3.38538E-01  2.42921E-02
  1.49717E+00  3.50402E-01  2.51030E-02
  1.54625E+00  3.61646E-01  2.50280E-02
  1.59534E+00  3.72295E-01  2.38755E-02
  1.64443E+00  3.82583E-01  2.17509E-02
  1.69351E+00  3.92806E-01  1.90430E-02
  1.74260E+00  4.03220E-01  1.64155E-02
  1.79169E+00  4.13930E-01  1.46269E-02
  1.84078E+00  4.24863E-01  1.41347E-02
  1.88986E+00  4.35871E-01  1.47779E-02
  1.93895E+00  4.46871E-01  1.58308E-02
  1.98804E+00  4.57761E-01  1.63767E-02
  2.03713E+00  4.68163E-01  1.56848E-02
  2.08621E+00  4.77421E-01  1.34152E-02
  2.13530E+00  4.85196E-01  9.65214E-03
  2.18439E+00  4.91531E-01  4.75959E-03
  2.23348E+00  4.94407E-01 -7.62331E-04
  2.28256E+00  4.87401E-01 -6.30382E-03
  2.33165E+00  4.64584E-01 -1.10904E-02
  2.38074E+00  4.29621E-01 -1.39971E-02
  2.42983E+00  3.95016E-01 -1.37103E-02
  2.47891E+00  3.70729E-01 -9.50370E-03
  2.52800E+00  3.56730E-01 -2.13036E-03
  2.57709E+00  3.45995E-01  6.32964E-03
  2.62618E+00  3.31741E-01  1.41118E-02
  2.67526E+00  3.12366E-01  2.09535E-02
  2.72435E+00  2.92484E-01  2.76581E-02
  2.77344E+00  2.80307E-01  3.49041E-02
  2.82252E+00  2.82643E-01  4.22220E-02
  2.87161E+00  3.00915E-01  4.77665E-02
  2.92070E+00  3.30898E-01  4.94511E-02
  2.96979E+00  3.65159E-01  4.65932E-02
  3.01887E+00  3.95462E-01  4.03727E-02
  3.06796E+00  4.14328E-01  3.27996E-02
  3.11705E+00  4.17118E-01  2.53518E-02
  3.16614E+00  4.04709E-01  1.84880E-02
  3.21522E+00  3.83890E-01  1.21399E-02
  3.26431E+00  3.63954E-01  6.39332E-03
  3.31340E+00  3.52114E-01  1.77149E-03
  3.36249E+00  3.50868E-01 -1.08517E-03
  3.41157E+00  3.58221E-01 -2.12429E-03
  3.46066E+00  3.70024E-01 -2.23065E-03
  3.50975E+00  3.82921E-01 -2.83375E-03
  3.55884E+00  3.96223E-01 -5.11846E-03
  3.60792E+00  4.11736E-01 -9.13208E-03
  3.65701E+00  4.31152E-01 -1.30845E-02
  3.70610E+00  4.52097E-01 -1.39498E-02
  3.75518E+00  4.67303E-01 -9.92020E-03
  3.80427E+00  4.70120E-01 -2.19749E-03
  3.85336E+00  4.60658E-01  6.40518E-03
  3.90245E+00  4.45065E-01  1.39465E-02
  3.95153E+00  4.30039E-01  1.98775E-02
  4.00062E+00  4.19031E-01  2.39919E-02
  4.04971E+00  4.12253E-01  2.59402E-02
  4.09880E+00  4.08427E-01  2.58765E-02
