 x/h, U+, V+
  2.45437E-02  6.07832E-01  1.82140E-02
  7.36311E-02  5.92904E-01  1.61000E-02
  1.22718E-01  5.81909E-01  1.19548E-02
  1.71806E-01  5.77981E-01  6.12037E-03
  2.20893E-01  5.80356E-01  8.49296E-04
  2.69981E-01  5.85928E-01 -1.63941E-03
  3.19068E-01  5.92865E-01 -2.00792E-03
  3.68155E-01  6.01731E-01 -3.62659E-03
  4.17243E-01  6.13144E-01 -9.09433E-03
  4.66330E-01  6.24981E-01 -1.77608E-02
  5.15418E-01  6.33578E-01 -2.63534E-02
  5.64505E-01  6.37102E-01 -3.06883E-02
  6.13592E-01  6.34255E-01 -2.87435E-02
  6.62680E-01  6.22601E-01 -2.29135E-02
  7.11767E-01  6.01929E-01 -1.67698E-02
  7.60854E-01  5.75318E-01 -1.19033E-02
  8.09942E-01  5.46044E-01 -9.17742E-03
  8.59029E-01  5.15797E-01 -9.43486E-03
  9.08117E-01  4.85467E-01 -1.25529E-02
  9.57204E-01  4.57570E-01 -1.71808E-02
  1.00629E+00  4.37816E-01 -2.11247E-02
  1.05538E+00  4.31828E-01 -2.24654E-02
  1.10447E+00  4.39144E-01 -2.16810E-02
  1.15355E+00  4.53445E-01 -2.15841E-02
  1.20264E+00  4.70125E-01 -2.30011E-02
  1.25173E+00  4.89189E-01 -2.12663E-02
  1.30082E+00  5.08174E-01 -1.07308E-02
  1.34990E+00  5.19933E-01  7.39719E-03
  1.39899E+00  5.21712E-01  2.65993E-02
  1.44808E+00  5.19468E-01  4.08209E-02
  1.49717E+00  5.21115E-01  4.68556E-02
  1.54625E+00  5.28401E-01  4.54004E-02
  1.59534E+00  5.34722E-01  3.91208E-02
  1.64443E+00  5.32068E-01  2.90004E-02
  1.69351E+00  5.21801E-01  1.66202E-02
  1.74260E+00  5.13937E-01  7.18706E-03
  1.79169E+00  5.13664E-01  1.57667E-03
  1.84078E+00  5.17637E-01 -1.08430E-02
  1.88986E+00  5.25822E-01 -3.67683E-02
  1.93895E+00  5.44194E-01 -5.73353E-02
  1.98804E+00  5.68806E-01 -5.03937E-02
  2.03713E+00  5.81945E-01 -2.63957E-02
  2.08621E+00  5.74892E-01 -6.39511E-03
  2.13530E+00  5.58076E-01  2.39132E-03
  2.18439E+00  5.44830E-01  5.59763E-04
  2.23348E+00  5.39435E-01 -9.25669E-03
  2.28256E+00  5.40684E-01 -2.03602E-02
  2.33165E+00  5.45858E-01 -2.46473E-02
  2.38074E+00  5.48918E-01 -2.12836E-02
  2.42983E+00  5.44359E-01 -1.66059E-02
  2.47891E+00  5.34547E-01 -1.50795E-02
  2.52800E+00  5.27195E-01 -1.53485E-02
  2.57709E+00  5.26569E-01 -1.39668E-02
  2.62618E+00  5.30915E-01 -1.03247E-02
  2.67526E+00  5.36620E-01 -7.59502E-03
  2.72435E+00  5.41456E-01 -9.34167E-03
  2.77344E+00  5.45050E-01 -1.49279E-02
  2.82252E+00  5.49111E-01 -1.95991E-02
  2.87161E+00  5.56493E-01 -1.96458E-02
  2.92070E+00  5.67699E-01 -1.54955E-02
  2.96979E+00  5.78401E-01 -1.11528E-02
  3.01887E+00  5.82466E-01 -1.06877E-02
  3.06796E+00  5.78215E-01 -1.33934E-02
  3.11705E+00  5.69500E-01 -1.54781E-02
  3.16614E+00  5.60630E-01 -1.58816E-02
  3.21522E+00  5.55042E-01 -1.51436E-02
  3.26431E+00  5.55567E-01 -1.08750E-02
  3.31340E+00  5.58110E-01 -1.04669E-03
  3.36249E+00  5.52559E-01  8.03387E-03
  3.41157E+00  5.39142E-01  5.46240E-03
  3.46066E+00  5.33341E-01 -9.89444E-03
  3.50975E+00  5.43057E-01 -2.90645E-02
  3.55884E+00  5.60330E-01 -4.64969E-02
  3.60792E+00  5.83599E-01 -5.31074E-02
  3.65701E+00  6.13545E-01 -4.24158E-02
  3.70610E+00  6.36016E-01 -2.75330E-02
  3.75518E+00  6.38759E-01 -1.76944E-02
  3.80427E+00  6.23436E-01 -1.79729E-03
  3.85336E+00  5.91735E-01  2.51784E-02
  3.90245E+00  5.38919E-01  4.41089E-02
  3.95153E+00  4.70768E-01  4.05196E-02
