 x/h, U+, V+
  2.45437E-02  5.04493E-01 -5.53149E-03
  7.36311E-02  5.03757E-01 -4.32836E-03
  1.22718E-01  5.01202E-01 -3.33792E-03
  1.71806E-01  4.97050E-01 -2.74084E-03
  2.20893E-01  4.91383E-01 -2.41958E-03
  2.69981E-01  4.84209E-01 -1.97624E-03
  3.19068E-01  4.75556E-01 -9.34085E-04
  3.68155E-01  4.65404E-01  9.79627E-04
  4.17243E-01  4.53377E-01  3.67511E-03
  4.66330E-01  4.38633E-01  6.74128E-03
  5.15418E-01  4.20429E-01  9.59699E-03
  5.64505E-01  3.99163E-01  1.16725E-02
  6.13592E-01  3.76869E-01  1.25890E-02
  6.62680E-01  3.56537E-01  1.22788E-02
  7.11767E-01  3.40776E-01  1.09827E-02
  7.60854E-01  3.30776E-01  9.12614E-03
  8.09942E-01  3.26108E-01  7.14307E-03
  8.59029E-01  3.25265E-01  5.37045E-03
  9.08117E-01  3.26516E-01  4.07145E-03
  9.57204E-01  3.28656E-01  3.47276E-03
  1.00629E+00  3.31308E-01  3.67064E-03
  1.05538E+00  3.34733E-01  4.47107E-03
  1.10447E+00  3.39417E-01  5.38106E-03
  1.15355E+00  3.45730E-01  5.84254E-03
  1.20264E+00  3.53742E-01  5.55794E-03
  1.25173E+00  3.63015E-01  4.66267E-03
  1.30082E+00  3.72496E-01  3.59575E-03
  1.34990E+00  3.80797E-01  2.75145E-03
  1.39899E+00  3.86896E-01  2.24568E-03
  1.44808E+00  3.90718E-01  2.02287E-03
  1.49717E+00  3.93113E-01  2.07114E-03
  1.54625E+00  3.95328E-01  2.34084E-03
  1.59534E+00  3.98445E-01  2.39615E-03
  1.64443E+00  4.03099E-01  1.39454E-03
  1.69351E+00  4.09341E-01 -1.26693E-03
  1.74260E+00  4.16549E-01 -5.28903E-03
  1.79169E+00  4.23565E-01 -9.57840E-03
  1.84078E+00  4.29021E-01 -1.29579E-02
  1.88986E+00  4.31490E-01 -1.48146E-02
  1.93895E+00  4.29606E-01 -1.53017E-02
  1.98804E+00  4.22774E-01 -1.50434E-02
  2.03713E+00  4.12211E-01 -1.45887E-02
  2.08621E+00  4.00954E-01 -1.40896E-02
  2.13530E+00  3.92494E-01 -1.34560E-02
  2.18439E+00  3.89286E-01 -1.27075E-02
  2.23348E+00  3.92305E-01 -1.20491E-02
  2.28256E+00  4.01395E-01 -1.15232E-02
  2.33165E+00  4.15505E-01 -1.06484E-02
  2.38074E+00  4.32537E-01 -8.63590E-03
  2.42983E+00  4.49431E-01 -5.15085E-03
  2.47891E+00  4.63029E-01 -7.88530E-04
  2.52800E+00  4.71262E-01  3.32032E-03
  2.57709E+00  4.73712E-01  6.33140E-03
  2.62618E+00  4.71243E-01  8.15680E-03
  2.67526E+00  4.65306E-01  9.32922E-03
  2.72435E+00  4.57669E-01  1.05587E-02
  2.77344E+00  4.50467E-01  1.23964E-02
  2.82252E+00  4.45865E-01  1.50442E-02
  2.87161E+00  4.45211E-01  1.82410E-02
  2.92070E+00  4.48505E-01  2.13475E-02
  2.96979E+00  4.54672E-01  2.36053E-02
  3.01887E+00  4.62293E-01  2.44019E-02
  3.06796E+00  4.70192E-01  2.34381E-02
  3.11705E+00  4.77693E-01  2.08379E-02
  3.16614E+00  4.84633E-01  1.71530E-02
  3.21522E+00  4.91269E-01  1.30462E-02
  3.26431E+00  4.98130E-01  8.91996E-03
  3.31340E+00  5.05785E-01  4.86918E-03
  3.36249E+00  5.14479E-01  7.77398E-04
  3.41157E+00  5.23947E-01 -3.43959E-03
  3.46066E+00  5.33528E-01 -7.62057E-03
  3.50975E+00  5.42471E-01 -1.16464E-02
  3.55884E+00  5.50253E-01 -1.54285E-02
  3.60792E+00  5.56731E-01 -1.83238E-02
  3.65701E+00  5.62227E-01 -1.95550E-02
  3.70610E+00  5.67505E-01 -1.90756E-02
  3.75518E+00  5.73006E-01 -1.72342E-02
  3.80427E+00  5.78028E-01 -1.46520E-02
  3.85336E+00  5.81666E-01 -1.23396E-02
  3.90245E+00  5.84143E-01 -1.05056E-02
  3.95153E+00  5.85992E-01 -8.55615E-03
  4.00062E+00  5.86693E-01 -6.80514E-03
  4.04971E+00  5.84962E-01 -5.87312E-03
  4.09880E+00  5.79908E-01 -5.11875E-03
  4.14788E+00  5.71207E-01 -3.86109E-03
  4.19697E+00  5.57282E-01 -2.24759E-03
  4.24606E+00  5.36431E-01  9.65905E-04
  4.29515E+00  5.12928E-01  8.19943E-03
  4.34423E+00  4.95849E-01  1.72238E-02
  4.39332E+00  4.88731E-01  1.96083E-02
  4.44241E+00  4.87491E-01  9.99858E-03
  4.49150E+00  4.89327E-01 -6.82310E-03
  4.54058E+00  4.95282E-01 -2.06285E-02
  4.58967E+00  5.02388E-01 -2.59978E-02
  4.63876E+00  5.03029E-01 -2.46784E-02
  4.68785E+00  4.95106E-01 -2.00332E-02
  4.73693E+00  4.86602E-01 -1.45900E-02
  4.78602E+00  4.89035E-01 -9.70169E-03
  4.83511E+00  5.07874E-01 -4.68384E-03
  4.88419E+00  5.37444E-01  1.25802E-03
  4.93328E+00  5.63937E-01  6.21656E-03
  4.98237E+00  5.74981E-01  7.41291E-03
  5.03146E+00  5.66683E-01  4.62958E-03
  5.08054E+00  5.43221E-01  3.08362E-04
  5.12963E+00  5.13262E-01 -2.42178E-03
  5.17872E+00  4.85831E-01 -1.78383E-03
  5.22781E+00  4.66660E-01  1.52355E-03
  5.27689E+00  4.57609E-01  5.29397E-03
  5.32598E+00  4.58486E-01  8.26118E-03
  5.37507E+00  4.67843E-01  1.11747E-02
  5.42416E+00  4.82521E-01  1.47920E-02
  5.47324E+00  4.98958E-01  1.75919E-02
  5.52233E+00  5.16655E-01  1.75909E-02
  5.57142E+00  5.38179E-01  1.57365E-02
  5.62051E+00  5.62059E-01  1.35926E-02
  5.66959E+00  5.80015E-01  9.19442E-03
  5.71868E+00  5.90041E-01  1.90559E-03
  5.76777E+00  6.03045E-01 -2.70097E-03
  5.81686E+00  6.18768E-01 -2.49360E-03
  5.86594E+00  6.14413E-01 -2.55929E-03
  5.91503E+00  5.80281E-01 -1.32789E-03
  5.96412E+00  5.39424E-01  5.37269E-03
  6.01320E+00  5.18156E-01  1.03715E-02
  6.06229E+00  5.21956E-01  4.32920E-03
  6.11138E+00  5.40141E-01 -1.11422E-02
  6.16047E+00  5.60249E-01 -2.54753E-02
  6.20955E+00  5.81678E-01 -2.74573E-02
  6.25864E+00  6.07332E-01 -1.65719E-02
  6.30773E+00  6.23031E-01 -6.46203E-03
  6.35682E+00  6.10965E-01 -5.92725E-03
  6.40590E+00  5.75724E-01 -7.99564E-03
