 x/h, U+, V+
  2.45437E-02  4.94422E-01 -4.83120E-03
  7.36311E-02  5.01596E-01 -1.89866E-03
  1.22718E-01  5.04148E-01 -7.90157E-05
  1.71806E-01  5.04699E-01  1.61693E-04
  2.20893E-01  5.06322E-01 -1.46425E-03
  2.69981E-01  5.11654E-01 -4.83390E-03
  3.19068E-01  5.22000E-01 -8.73014E-03
  3.68155E-01  5.35956E-01 -1.10954E-02
  4.17243E-01  5.49122E-01 -1.09449E-02
  4.66330E-01  5.56971E-01 -9.33016E-03
  5.15418E-01  5.58627E-01 -7.46651E-03
  5.64505E-01  5.57479E-01 -5.11780E-03
  6.13592E-01  5.58328E-01 -1.74249E-03
  6.62680E-01  5.64096E-01  1.62584E-03
  7.11767E-01  5.74976E-01  2.60809E-03
  7.60854E-01  5.89540E-01 -1.22599E-04
  8.09942E-01  6.05442E-01 -4.82784E-03
  8.59029E-01  6.19542E-01 -7.64108E-03
  9.08117E-01  6.28281E-01 -5.84498E-03
  9.57204E-01  6.27331E-01  9.81301E-05
  1.00629E+00  6.10802E-01  7.14285E-03
  1.05538E+00  5.74834E-01  1.17349E-02
  1.10447E+00  5.25440E-01  1.23439E-02
  1.15355E+00  4.79361E-01  1.02348E-02
  1.20264E+00  4.52552E-01  7.44315E-03
  1.25173E+00  4.48622E-01  4.62060E-03
  1.30082E+00  4.59959E-01  1.70632E-03
  1.34990E+00  4.75825E-01 -6.06398E-04
  1.39899E+00  4.85828E-01 -1.74889E-03
  1.44808E+00  4.80535E-01 -2.21616E-03
  1.49717E+00  4.56451E-01 -1.96346E-03
  1.54625E+00  4.20264E-01  4.37484E-04
  1.59534E+00  3.83615E-01  5.60897E-03
  1.64443E+00  3.54430E-01  1.19573E-02
  1.69351E+00  3.34808E-01  1.72019E-02
  1.74260E+00  3.23863E-01  2.01941E-02
  1.79169E+00  3.20064E-01  2.11870E-02
  1.84078E+00  3.21974E-01  2.11226E-02
  1.88986E+00  3.28415E-01  2.08640E-02
  1.93895E+00  3.38500E-01  2.08261E-02
  1.98804E+00  3.51550E-01  2.10052E-02
  2.03713E+00  3.66976E-01  2.11583E-02
  2.08621E+00  3.84258E-01  2.09818E-02
  2.13530E+00  4.02967E-01  2.03226E-02
  2.18439E+00  4.22667E-01  1.93546E-02
  2.23348E+00  4.42630E-01  1.84942E-02
  2.28256E+00  4.61596E-01  1.80579E-02
  2.33165E+00  4.77873E-01  1.81270E-02
  2.38074E+00  4.89892E-01  1.87147E-02
  2.42983E+00  4.96832E-01  1.95793E-02
  2.47891E+00  4.98667E-01  1.98272E-02
  2.52800E+00  4.95384E-01  1.83106E-02
  2.57709E+00  4.85897E-01  1.45108E-02
  2.62618E+00  4.68316E-01  8.79659E-03
  2.67526E+00  4.42646E-01  2.26407E-03
