 x/h, U+, V+
  2.45437E-02  4.21654E-01 -1.46174E-02
  7.36311E-02  4.33017E-01 -1.88458E-02
  1.22718E-01  4.43581E-01 -2.24161E-02
  1.71806E-01  4.53920E-01 -2.37855E-02
  2.20893E-01  4.64925E-01 -2.29597E-02
  2.69981E-01  4.78528E-01 -2.17476E-02
  3.19068E-01  4.97159E-01 -2.18176E-02
  3.68155E-01  5.19527E-01 -2.36348E-02
  4.17243E-01  5.37291E-01 -2.78608E-02
  4.66330E-01  5.41467E-01 -3.51242E-02
  5.15418E-01  5.33404E-01 -4.24411E-02
  5.64505E-01  5.23875E-01 -4.36625E-02
  6.13592E-01  5.20569E-01 -3.62356E-02
  6.62680E-01  5.22108E-01 -2.40782E-02
  7.11767E-01  5.23920E-01 -1.29904E-02
  7.60854E-01  5.24472E-01 -5.60418E-03
  8.09942E-01  5.25188E-01 -7.13010E-04
  8.59029E-01  5.27494E-01  3.71695E-03
  9.08117E-01  5.31249E-01  7.99193E-03
  9.57204E-01  5.35031E-01  1.07330E-02
  1.00629E+00  5.37201E-01  1.06519E-02
  1.05538E+00  5.36914E-01  8.54307E-03
  1.10447E+00  5.34254E-01  6.22516E-03
  1.15355E+00  5.29452E-01  2.97012E-03
  1.20264E+00  5.22668E-01 -3.82719E-03
  1.25173E+00  5.15365E-01 -1.37002E-02
  1.30082E+00  5.11144E-01 -2.20609E-02
  1.34990E+00  5.13339E-01 -2.52947E-02
  1.39899E+00  5.21641E-01 -2.47634E-02
  1.44808E+00  5.32107E-01 -2.43017E-02
  1.49717E+00  5.40076E-01 -2.63538E-02
  1.54625E+00  5.43178E-01 -3.15118E-02
  1.59534E+00  5.42699E-01 -3.94386E-02
  1.64443E+00  5.41562E-01 -4.93839E-02
  1.69351E+00  5.42343E-01 -5.91099E-02
  1.74260E+00  5.50124E-01 -6.19322E-02
  1.79169E+00  5.66946E-01 -5.08565E-02
  1.84078E+00  5.80477E-01 -2.96659E-02
  1.88986E+00  5.76721E-01 -8.57980E-03
  1.93895E+00  5.57201E-01  6.74656E-03
  1.98804E+00  5.31739E-01  1.53620E-02
  2.03713E+00  5.07197E-01  1.80823E-02
  2.08621E+00  4.86454E-01  1.62347E-02
  2.13530E+00  4.71243E-01  1.09984E-02
  2.18439E+00  4.63459E-01  3.75195E-03
  2.23348E+00  4.64017E-01 -3.18585E-03
  2.28256E+00  4.70827E-01 -7.48413E-03
  2.33165E+00  4.79163E-01 -8.82991E-03
  2.38074E+00  4.84998E-01 -8.95944E-03
  2.42983E+00  4.87486E-01 -9.42979E-03
  2.47891E+00  4.87944E-01 -1.01490E-02
  2.52800E+00  4.87359E-01 -1.00837E-02
  2.57709E+00  4.85440E-01 -8.67042E-03
  2.62618E+00  4.81120E-01 -6.37219E-03
  2.67526E+00  4.73278E-01 -4.22148E-03
  2.72435E+00  4.62204E-01 -2.76395E-03
  2.77344E+00  4.50837E-01 -1.50758E-03
  2.82252E+00  4.43153E-01  2.05595E-04
  2.87161E+00  4.41350E-01  2.12367E-03
  2.92070E+00  4.45385E-01  3.43758E-03
  2.96979E+00  4.54212E-01  3.95039E-03
  3.01887E+00  4.66010E-01  4.33326E-03
  3.06796E+00  4.77644E-01  5.11035E-03
