 x/h, U+, V+
  2.45437E-02  3.91814E-01  3.49991E-03
  7.36311E-02  3.96899E-01  3.01385E-03
  1.22718E-01  4.01516E-01  2.49354E-03
  1.71806E-01  4.05767E-01  2.02269E-03
  2.20893E-01  4.09925E-01  1.65869E-03
  2.69981E-01  4.14388E-01  1.48446E-03
  3.19068E-01  4.19525E-01  1.64143E-03
  3.68155E-01  4.25502E-01  2.28609E-03
  4.17243E-01  4.32211E-01  3.49389E-03
  4.66330E-01  4.39376E-01  5.19772E-03
  5.15418E-01  4.46735E-01  7.21755E-03
  5.64505E-01  4.54169E-01  9.34459E-03
  6.13592E-01  4.61703E-01  1.13922E-02
  6.62680E-01  4.69411E-01  1.31804E-02
  7.11767E-01  4.77335E-01  1.45177E-02
  7.60854E-01  4.85428E-01  1.52537E-02
  8.09942E-01  4.93511E-01  1.53572E-02
  8.59029E-01  5.01258E-01  1.48841E-02
  9.08117E-01  5.08292E-01  1.38267E-02
  9.57204E-01  5.14361E-01  1.20514E-02
  1.00629E+00  5.19443E-01  9.46245E-03
  1.05538E+00  5.23640E-01  6.21205E-03
  1.10447E+00  5.26994E-01  2.70070E-03
  1.15355E+00  5.29471E-01 -5.96480E-04
  1.20264E+00  5.31156E-01 -3.28810E-03
  1.25173E+00  5.32406E-01 -5.13804E-03
  1.30082E+00  5.33716E-01 -6.04471E-03
  1.34990E+00  5.35430E-01 -6.02802E-03
  1.39899E+00  5.37654E-01 -5.41599E-03
  1.44808E+00  5.40523E-01 -4.98356E-03
  1.49717E+00  5.44479E-01 -5.46548E-03
  1.54625E+00  5.50041E-01 -6.65839E-03
  1.59534E+00  5.56981E-01 -7.30903E-03
  1.64443E+00  5.63763E-01 -6.43881E-03
  1.69351E+00  5.68382E-01 -4.69543E-03
  1.74260E+00  5.70257E-01 -3.79692E-03
  1.79169E+00  5.71098E-01 -4.56886E-03
  1.84078E+00  5.73314E-01 -5.95292E-03
  1.88986E+00  5.77407E-01 -6.34079E-03
  1.93895E+00  5.81604E-01 -5.52330E-03
  1.98804E+00  5.84563E-01 -4.36304E-03
  2.03713E+00  5.86836E-01 -3.00345E-03
  2.08621E+00  5.87685E-01 -9.07126E-04
  2.13530E+00  5.82168E-01  1.40146E-03
  2.18439E+00  5.65112E-01  2.04444E-03
  2.23348E+00  5.37758E-01 -4.03361E-04
  2.28256E+00  5.07999E-01 -5.58286E-03
  2.33165E+00  4.84513E-01 -1.18472E-02
  2.38074E+00  4.71646E-01 -1.75085E-02
  2.42983E+00  4.68520E-01 -2.15478E-02
  2.47891E+00  4.71753E-01 -2.33343E-02
  2.52800E+00  4.79167E-01 -2.16360E-02
  2.57709E+00  4.88446E-01 -1.50095E-02
  2.62618E+00  4.90701E-01 -4.93329E-03
  2.67526E+00  4.73017E-01  3.70781E-03
  2.72435E+00  4.32133E-01  7.42820E-03
  2.77344E+00  3.79768E-01  6.99335E-03
  2.82252E+00  3.32973E-01  5.44639E-03
  2.87161E+00  3.02794E-01  5.31775E-03
  2.92070E+00  2.90963E-01  7.71610E-03
  2.96979E+00  2.93097E-01  1.27153E-02
  3.01887E+00  3.03052E-01  1.96470E-02
  3.06796E+00  3.15514E-01  2.70733E-02
  3.11705E+00  3.26727E-01  3.30221E-02
  3.16614E+00  3.34328E-01  3.56865E-02
  3.21522E+00  3.37032E-01  3.41951E-02
  3.26431E+00  3.34785E-01  2.90092E-02
  3.31340E+00  3.29445E-01  2.17045E-02
  3.36249E+00  3.24983E-01  1.43206E-02
  3.41157E+00  3.25773E-01  8.91923E-03
  3.46066E+00  3.33222E-01  7.10489E-03
  3.50975E+00  3.44114E-01  8.65289E-03
  3.55884E+00  3.53367E-01  1.06378E-02
  3.60792E+00  3.58180E-01  9.36094E-03
  3.65701E+00  3.58935E-01  3.80899E-03
  3.70610E+00  3.57568E-01 -3.19418E-03
  3.75518E+00  3.56418E-01 -7.08031E-03
  3.80427E+00  3.57387E-01 -4.87562E-03
  3.85336E+00  3.61025E-01  2.64776E-03
  3.90245E+00  3.66727E-01  1.20741E-02
  3.95153E+00  3.73714E-01  2.00313E-02
  4.00062E+00  3.81547E-01  2.45348E-02
  4.04971E+00  3.90034E-01  2.48715E-02
  4.09880E+00  3.98926E-01  2.11639E-02
  4.14788E+00  4.07678E-01  1.42397E-02
  4.19697E+00  4.15290E-01  5.92745E-03
  4.24606E+00  4.20263E-01 -9.13473E-04
  4.29515E+00  4.21171E-01 -3.67791E-03
  4.34423E+00  4.17868E-01 -1.88737E-03
  4.39332E+00  4.11931E-01  2.65854E-03
  4.44241E+00  4.05533E-01  7.62888E-03
  4.49150E+00  3.99999E-01  1.16234E-02
  4.54058E+00  3.95502E-01  1.42622E-02
  4.58967E+00  3.91977E-01  1.56186E-02
  4.63876E+00  3.90197E-01  1.58851E-02
  4.68785E+00  3.91974E-01  1.53866E-02
  4.73693E+00  3.99228E-01  1.46019E-02
  4.78602E+00  4.12551E-01  1.40331E-02
  4.83511E+00  4.30251E-01  1.40219E-02
  4.88419E+00  4.48763E-01  1.45957E-02
  4.93328E+00  4.64285E-01  1.54892E-02
  4.98237E+00  4.74383E-01  1.64059E-02
  5.03146E+00  4.78489E-01  1.70514E-02
  5.08054E+00  4.77618E-01  1.69114E-02
  5.12963E+00  4.73882E-01  1.56298E-02
  5.17872E+00  4.69759E-01  1.36970E-02
  5.22781E+00  4.67311E-01  1.20627E-02
  5.27689E+00  4.67909E-01  1.10249E-02
  5.32598E+00  4.72323E-01  1.01596E-02
  5.37507E+00  4.80549E-01  9.27634E-03
  5.42416E+00  4.91395E-01  8.77015E-03
  5.47324E+00  5.02799E-01  8.87660E-03
  5.52233E+00  5.13412E-01  8.98120E-03
  5.57142E+00  5.23704E-01  8.19108E-03
  5.62051E+00  5.33977E-01  6.80600E-03
  5.66959E+00  5.41617E-01  6.18221E-03
  5.71868E+00  5.43602E-01  6.39878E-03
  5.76777E+00  5.40876E-01  5.36499E-03
  5.81686E+00  5.35705E-01  8.62618E-04
  5.86594E+00  5.28083E-01 -7.37144E-03
  5.91503E+00  5.21592E-01 -1.78910E-02
  5.96412E+00  5.26082E-01 -2.97481E-02
  6.01320E+00  5.43018E-01 -4.29369E-02
  6.06229E+00  5.62374E-01 -5.31471E-02
  6.11138E+00  5.81925E-01 -5.26758E-02
  6.16047E+00  6.05973E-01 -4.07826E-02
  6.20955E+00  6.28625E-01 -2.51594E-02
  6.25864E+00  6.38616E-01 -1.32139E-02
  6.30773E+00  6.32680E-01 -7.08122E-03
  6.35682E+00  6.16212E-01 -5.07270E-03
  6.40590E+00  5.97161E-01 -4.69516E-03
  6.45499E+00  5.80986E-01 -4.72615E-03
  6.50408E+00  5.67432E-01 -4.84815E-03
  6.55317E+00  5.53047E-01 -3.99116E-03
  6.60225E+00  5.38613E-01 -1.43373E-03
  6.65134E+00  5.27625E-01  7.76075E-04
  6.70043E+00  5.14790E-01  4.14893E-04
  6.74952E+00  4.89639E-01  4.19665E-04
  6.79860E+00  4.56779E-01  5.98870E-03
  6.84769E+00  4.35864E-01  1.34918E-02
  6.89678E+00  4.39481E-01  1.05075E-02
  6.94587E+00  4.63607E-01 -8.15260E-03
  6.99495E+00  4.90263E-01 -3.58134E-02
  7.04404E+00  5.02814E-01 -6.38428E-02
  7.09313E+00  5.15233E-01 -7.45552E-02
  7.14221E+00  5.42924E-01 -5.17399E-02
  7.19130E+00  5.57895E-01 -1.58209E-02
  7.24039E+00  5.36582E-01  7.72304E-03
  7.28948E+00  4.96202E-01  1.64964E-02
  7.33856E+00  4.61054E-01  1.69644E-02
  7.38765E+00  4.39857E-01  1.37235E-02
  7.43674E+00  4.29424E-01  8.96961E-03
  7.48583E+00  4.23501E-01  3.89528E-03
  7.53491E+00  4.18239E-01 -7.94902E-04
  7.58400E+00  4.14165E-01 -4.68837E-03
  7.63309E+00  4.14562E-01 -7.58699E-03
  7.68218E+00  4.21808E-01 -9.76000E-03
  7.73126E+00  4.35333E-01 -1.18459E-02
  7.78035E+00  4.52354E-01 -1.41089E-02
  7.82944E+00  4.69290E-01 -1.61520E-02
  7.87853E+00  4.82987E-01 -1.75592E-02
  7.92761E+00  4.92432E-01 -1.81834E-02
  7.97670E+00  4.98883E-01 -1.75365E-02
  8.02579E+00  5.02077E-01 -1.50454E-02
  8.07487E+00  4.97334E-01 -1.14646E-02
  8.12396E+00  4.79882E-01 -8.67822E-03
  8.17305E+00  4.51983E-01 -7.56512E-03
  8.22214E+00  4.23363E-01 -6.97017E-03
  8.27122E+00  4.03885E-01 -5.07889E-03
  8.32031E+00  3.96467E-01 -1.40415E-03
  8.36940E+00  3.97166E-01  2.88614E-03
  8.41849E+00  4.00381E-01  6.20790E-03
  8.46757E+00  4.02767E-01  7.71649E-03
  8.51666E+00  4.03652E-01  7.61026E-03
  8.56575E+00  4.03721E-01  6.75822E-03
  8.61484E+00  4.03903E-01  6.01999E-03
  8.66392E+00  4.05099E-01  5.68816E-03
  8.71301E+00  4.08317E-01  5.45853E-03
  8.76210E+00  4.14427E-01  4.94283E-03
  8.81119E+00  4.23503E-01  4.13900E-03
  8.86027E+00  4.34757E-01  3.23086E-03
  8.90936E+00  4.47413E-01  2.11669E-03
  8.95845E+00  4.61223E-01  6.05457E-04
  9.00754E+00  4.75365E-01 -9.02649E-04
  9.05662E+00  4.87046E-01 -1.51531E-03
  9.10571E+00  4.92519E-01 -9.65431E-04
  9.15480E+00  4.90144E-01  1.47798E-05
  9.20388E+00  4.81810E-01  5.52442E-04
  9.25297E+00  4.71305E-01  2.77338E-04
  9.30206E+00  4.62029E-01 -6.62145E-04
  9.35115E+00  4.56129E-01 -1.72409E-03
  9.40023E+00  4.54666E-01 -2.29363E-03
  9.44932E+00  4.57659E-01 -2.35125E-03
  9.49841E+00  4.63923E-01 -2.61284E-03
  9.54750E+00  4.70866E-01 -3.51232E-03
  9.59658E+00  4.74431E-01 -4.40852E-03
  9.64567E+00  4.70522E-01 -4.34855E-03
  9.69476E+00  4.58064E-01 -3.17153E-03
  9.74385E+00  4.40304E-01 -1.33212E-03
  9.79293E+00  4.22093E-01  7.44102E-04
  9.84202E+00  4.06081E-01  2.61252E-03
  9.89111E+00  3.91633E-01  3.62464E-03
  9.94020E+00  3.76858E-01  3.26213E-03
  9.98928E+00  3.61666E-01  1.85850E-03
  1.00384E+01  3.48874E-01  9.80622E-04
  1.00875E+01  3.41797E-01  2.47116E-03
  1.01365E+01  3.41225E-01  6.87667E-03
  1.01856E+01  3.45301E-01  1.32003E-02
  1.02347E+01  3.51444E-01  1.98926E-02
  1.02838E+01  3.57691E-01  2.57650E-02
  1.03329E+01  3.62780E-01  3.02554E-02
  1.03820E+01  3.65800E-01  3.32019E-02
  1.04311E+01  3.66211E-01  3.45472E-02
  1.04802E+01  3.64313E-01  3.42116E-02
  1.05292E+01  3.61643E-01  3.21457E-02
  1.05783E+01  3.60682E-01  2.84503E-02
  1.06274E+01  3.63885E-01  2.34156E-02
  1.06765E+01  3.72583E-01  1.74205E-02
  1.07256E+01  3.86433E-01  1.08669E-02
  1.07747E+01  4.03543E-01  4.32419E-03
  1.08238E+01  4.21137E-01 -1.40115E-03
  1.08729E+01  4.36670E-01 -5.47919E-03
  1.09219E+01  4.48110E-01 -7.22566E-03
  1.09710E+01  4.51860E-01 -6.49193E-03
  1.10201E+01  4.41992E-01 -4.36437E-03
  1.10692E+01  4.15323E-01 -2.65348E-03
  1.11183E+01  3.76849E-01 -2.17355E-03
  1.11674E+01  3.37436E-01 -2.09972E-03
  1.12165E+01  3.06245E-01 -1.12599E-03
  1.12656E+01  2.86181E-01  1.17011E-03
  1.13146E+01  2.75256E-01  4.19008E-03
  1.13637E+01  2.70165E-01  7.06735E-03
  1.14128E+01  2.68352E-01  9.25120E-03
  1.14619E+01  2.68297E-01  1.05937E-02
  1.15110E+01  2.69188E-01  1.12071E-02
  1.15601E+01  2.70616E-01  1.13394E-02
  1.16092E+01  2.72397E-01  1.13178E-02
  1.16583E+01  2.74453E-01  1.15045E-02
  1.17073E+01  2.76757E-01  1.22263E-02
  1.17564E+01  2.79305E-01  1.36782E-02
  1.18055E+01  2.82126E-01  1.58061E-02
  1.18546E+01  2.85310E-01  1.82228E-02
  1.19037E+01  2.89054E-01  2.02722E-02
  1.19528E+01  2.93632E-01  2.12789E-02
  1.20019E+01  2.99276E-01  2.08325E-02
  1.20510E+01  3.06059E-01  1.89241E-02
  1.21000E+01  3.13870E-01  1.59120E-02
  1.21491E+01  3.22478E-01  1.23953E-02
  1.21982E+01  3.31591E-01  9.04095E-03
  1.22473E+01  3.40877E-01  6.39013E-03
  1.22964E+01  3.49981E-01  4.70613E-03
  1.23455E+01  3.58586E-01  3.93180E-03
  1.23946E+01  3.66496E-01  3.77853E-03
  1.24437E+01  3.73683E-01  3.88679E-03
  1.24927E+01  3.80234E-01  3.96228E-03
  1.25418E+01  1.91683E-01  3.84167E-03
