 x/h, U+, V+
  2.45437E-02  4.04688E-01  1.67350E-02
  7.36311E-02  4.24561E-01  1.79637E-02
  1.22718E-01  4.42740E-01  1.78852E-02
  1.71806E-01  4.57087E-01  1.63559E-02
  2.20893E-01  4.65836E-01  1.38309E-02
  2.69981E-01  4.68119E-01  1.09959E-02
  3.19068E-01  4.64418E-01  8.27104E-03
  3.68155E-01  4.56480E-01  5.71194E-03
  4.17243E-01  4.46694E-01  3.27231E-03
  4.66330E-01  4.37239E-01  1.03595E-03
  5.15418E-01  4.29416E-01 -8.31628E-04
  5.64505E-01  4.23466E-01 -2.27591E-03
  6.13592E-01  4.18871E-01 -3.38987E-03
  6.62680E-01  4.14860E-01 -4.25764E-03
  7.11767E-01  4.10832E-01 -4.85193E-03
  7.60854E-01  4.06454E-01 -5.09593E-03
  8.09942E-01  4.01481E-01 -4.95041E-03
  8.59029E-01  3.95586E-01 -4.44981E-03
  9.08117E-01  3.88430E-01 -3.72044E-03
  9.57204E-01  3.79882E-01 -2.93147E-03
  1.00629E+00  3.70234E-01 -2.16977E-03
  1.05538E+00  3.60274E-01 -1.39940E-03
  1.10447E+00  3.51064E-01 -5.76924E-04
  1.15355E+00  3.43454E-01  2.53499E-04
  1.20264E+00  3.37735E-01  1.01617E-03
  1.25173E+00  3.33656E-01  1.70117E-03
  1.30082E+00  3.30668E-01  2.39330E-03
  1.34990E+00  3.28215E-01  3.27093E-03
  1.39899E+00  3.26013E-01  4.54468E-03
  1.44808E+00  3.24173E-01  6.25944E-03
  1.49717E+00  3.23108E-01  8.18651E-03
  1.54625E+00  3.23325E-01  1.00899E-02
  1.59534E+00  3.25123E-01  1.20345E-02
  1.64443E+00  3.28218E-01  1.41973E-02
  1.69351E+00  3.31713E-01  1.64479E-02
  1.74260E+00  3.34685E-01  1.83542E-02
  1.79169E+00  3.36794E-01  1.95035E-02
  1.84078E+00  3.38148E-01  1.96210E-02
  1.88986E+00  3.38512E-01  1.85200E-02
  1.93895E+00  3.36778E-01  1.60924E-02
  1.98804E+00  3.31454E-01  1.23829E-02
  2.03713E+00  3.21840E-01  7.94548E-03
  2.08621E+00  3.09352E-01  4.10439E-03
  2.13530E+00  2.98096E-01  2.35090E-03
  2.18439E+00  2.92378E-01  3.26469E-03
  2.23348E+00  2.92269E-01  5.87669E-03
  2.28256E+00  2.92856E-01  8.21350E-03
  2.33165E+00  2.88556E-01  8.99323E-03
  2.38074E+00  2.77954E-01  8.96022E-03
  2.42983E+00  2.64817E-01  1.01969E-02
  2.47891E+00  2.54605E-01  1.38677E-02
  2.52800E+00  2.50425E-01  1.91475E-02
  2.57709E+00  2.52382E-01  2.43590E-02
  2.62618E+00  2.59408E-01  2.82471E-02
  2.67526E+00  2.70597E-01  3.04455E-02
  2.72435E+00  2.85141E-01  3.17716E-02
  2.77344E+00  3.01844E-01  3.39201E-02
  2.82252E+00  3.18814E-01  3.81694E-02
  2.87161E+00  3.32754E-01  4.39694E-02
  2.92070E+00  3.40032E-01  4.76448E-02
  2.96979E+00  3.43152E-01  4.38186E-02
  3.01887E+00  3.54059E-01  3.21087E-02
