 x/h, U+, V+
  2.45437E-02  2.73969E-01 -1.78317E-04
  7.36311E-02  2.75708E-01  2.14193E-03
  1.22718E-01  2.77633E-01  4.40237E-03
  1.71806E-01  2.79993E-01  6.28141E-03
  2.20893E-01  2.83192E-01  7.60589E-03
  2.69981E-01  2.87584E-01  8.37644E-03
  3.19068E-01  2.93314E-01  8.70942E-03
  3.68155E-01  3.00279E-01  8.74798E-03
  4.17243E-01  3.08206E-01  8.59972E-03
  4.66330E-01  3.16783E-01  8.31895E-03
  5.15418E-01  3.25787E-01  7.92715E-03
  5.64505E-01  3.35142E-01  7.45941E-03
  6.13592E-01  3.44851E-01  7.01181E-03
  6.62680E-01  3.54855E-01  6.75777E-03
  7.11767E-01  3.64906E-01  6.92567E-03
  7.60854E-01  3.74554E-01  7.76236E-03
  8.09942E-01  3.83256E-01  9.49449E-03
  8.59029E-01  3.90525E-01  1.22504E-02
  9.08117E-01  3.96049E-01  1.59112E-02
  9.57204E-01  3.99813E-01  1.99933E-02
  1.00629E+00  4.02226E-01  2.37682E-02
  1.05538E+00  4.04117E-01  2.66098E-02
  1.10447E+00  4.06495E-01  2.82684E-02
  1.15355E+00  4.10171E-01  2.88777E-02
  1.20264E+00  4.15454E-01  2.88110E-02
  1.25173E+00  4.22006E-01  2.84641E-02
  1.30082E+00  4.28948E-01  2.79734E-02
  1.34990E+00  4.35249E-01  2.70635E-02
  1.39899E+00  4.40142E-01  2.52130E-02
  1.44808E+00  4.43277E-01  2.20289E-02
  1.49717E+00  4.44608E-01  1.75885E-02
  1.54625E+00  4.44260E-01  1.25671E-02
  1.59534E+00  4.42510E-01  8.01216E-03
  1.64443E+00  4.39813E-01  4.82809E-03
  1.69351E+00  4.36800E-01  3.36221E-03
  1.74260E+00  4.34217E-01  3.38082E-03
  1.79169E+00  4.32780E-01  4.28659E-03
  1.84078E+00  4.32981E-01  5.34278E-03
  1.88986E+00  4.34979E-01  5.88222E-03
  1.93895E+00  4.38612E-01  5.51970E-03
  1.98804E+00  4.43485E-01  4.27299E-03
  2.03713E+00  4.49094E-01  2.51703E-03
  2.08621E+00  4.54822E-01  8.10759E-04
  2.13530E+00  4.59621E-01 -3.68466E-04
  2.18439E+00  4.61678E-01 -9.44494E-04
  2.23348E+00  4.58948E-01 -1.36824E-03
  2.28256E+00  4.50696E-01 -2.27459E-03
  2.33165E+00  4.38666E-01 -3.86120E-03
  2.38074E+00  4.26433E-01 -5.57383E-03
  2.42983E+00  4.17277E-01 -6.47224E-03
  2.47891E+00  4.12431E-01 -6.00199E-03
  2.52800E+00  4.11092E-01 -4.44665E-03
  2.57709E+00  4.11741E-01 -2.68156E-03
  2.62618E+00  4.13372E-01 -1.57701E-03
  2.67526E+00  4.15840E-01 -1.58473E-03
  2.72435E+00  4.19566E-01 -2.68723E-03
  2.77344E+00  4.25082E-01 -4.56369E-03
  2.82252E+00  4.32754E-01 -6.76206E-03
  2.87161E+00  4.42697E-01 -8.77928E-03
  2.92070E+00  4.54770E-01 -1.00944E-02
  2.96979E+00  4.68498E-01 -1.02582E-02
  3.01887E+00  4.82981E-01 -9.06889E-03
  3.06796E+00  4.96968E-01 -6.72934E-03
  3.11705E+00  5.09196E-01 -3.84313E-03
  3.16614E+00  5.18843E-01 -1.19748E-03
  3.21522E+00  5.25838E-01  5.69304E-04
  3.26431E+00  5.30849E-01  1.21251E-03
  3.31340E+00  5.34900E-01  8.66344E-04
  3.36249E+00  5.38787E-01 -2.22004E-04
  3.41157E+00  5.42604E-01 -2.00304E-03
  3.46066E+00  5.45732E-01 -4.68500E-03
  3.50975E+00  5.47468E-01 -8.37981E-03
  3.55884E+00  5.47883E-01 -1.25679E-02
  3.60792E+00  5.47953E-01 -1.59584E-02
  3.65701E+00  5.48561E-01 -1.71111E-02
  3.70610E+00  5.49371E-01 -1.54447E-02
  3.75518E+00  5.49034E-01 -1.17450E-02
  3.80427E+00  5.46578E-01 -7.62928E-03
  3.85336E+00  5.42317E-01 -4.40095E-03
  3.90245E+00  5.37222E-01 -2.37021E-03
  3.95153E+00  5.31413E-01 -1.17799E-03
  4.00062E+00  5.23474E-01 -4.77598E-04
  4.04971E+00  5.11753E-01 -1.03536E-04
  4.09880E+00  4.96464E-01  1.78000E-04
  4.14788E+00  4.80111E-01  7.24547E-04
  4.19697E+00  4.65823E-01  1.78198E-03
  4.24606E+00  4.55704E-01  3.29545E-03
  4.29515E+00  4.50372E-01  4.93225E-03
  4.34423E+00  4.49084E-01  6.24519E-03
  4.39332E+00  4.50225E-01  6.87970E-03
  4.44241E+00  4.52469E-01  6.77038E-03
  4.49150E+00  4.55580E-01  6.21009E-03
  4.54058E+00  4.59524E-01  5.57773E-03
  4.58967E+00  4.63267E-01  4.94022E-03
  4.63876E+00  4.65625E-01  4.16853E-03
  4.68785E+00  4.66555E-01  3.41682E-03
  4.73693E+00  4.65670E-01  3.02902E-03
  4.78602E+00  4.60789E-01  3.15280E-03
  4.83511E+00  4.51028E-01  3.83076E-03
  4.88419E+00  4.39775E-01  4.60517E-03
  4.93328E+00  4.31544E-01  4.08338E-03
  4.98237E+00  4.28017E-01  1.92376E-03
  5.03146E+00  4.28776E-01 -8.50205E-04
  5.08054E+00  4.34575E-01 -4.67984E-03
  5.12963E+00  4.47106E-01 -1.08771E-02
  5.17872E+00  4.62272E-01 -1.87594E-02
  5.22781E+00  4.71113E-01 -2.43266E-02
  5.27689E+00  4.72791E-01 -2.26317E-02
  5.32598E+00  4.74115E-01 -1.56748E-02
  5.37507E+00  4.78870E-01 -1.32255E-02
  5.42416E+00  4.90459E-01 -1.90872E-02
  5.47324E+00  5.08551E-01 -2.48503E-02
  5.52233E+00  5.15032E-01 -2.27852E-02
  5.57142E+00  4.87009E-01 -1.10654E-02
  5.62051E+00  4.30878E-01  7.84718E-03
  5.66959E+00  3.78273E-01  2.65431E-02
  5.71868E+00  3.49155E-01  3.90714E-02
  5.76777E+00  3.42513E-01  4.46620E-02
  5.81686E+00  3.51284E-01  4.44826E-02
  5.86594E+00  3.69211E-01  4.07308E-02
  5.91503E+00  3.89668E-01  3.66891E-02
  5.96412E+00  4.07203E-01  3.27120E-02
  6.01320E+00  4.21468E-01  2.46675E-02
  6.06229E+00  4.35891E-01  1.00198E-02
  6.11138E+00  4.51151E-01 -5.73489E-03
  6.16047E+00  4.62501E-01 -1.46059E-02
  6.20955E+00  4.65043E-01 -1.51867E-02
  6.25864E+00  4.59228E-01 -1.08090E-02
  6.30773E+00  4.49979E-01 -4.67898E-03
  6.35682E+00  4.42585E-01  1.00607E-03
  6.40590E+00  4.40260E-01  4.72958E-03
  6.45499E+00  4.43970E-01  5.78808E-03
  6.50408E+00  4.53121E-01  4.31641E-03
  6.55317E+00  4.66092E-01  9.64039E-04
  6.60225E+00  4.80437E-01 -3.43802E-03
  6.65134E+00  4.93274E-01 -7.99401E-03
  6.70043E+00  5.02500E-01 -1.17537E-02
  6.74952E+00  5.08355E-01 -1.38790E-02
  6.79860E+00  5.13668E-01 -1.41670E-02
  6.84769E+00  5.22175E-01 -1.34801E-02
  6.89678E+00  5.36102E-01 -1.33138E-02
  6.94587E+00  5.54612E-01 -1.50266E-02
  6.99495E+00  5.74696E-01 -1.94962E-02
  7.04404E+00  5.95069E-01 -2.60715E-02
  7.09313E+00  6.17520E-01 -3.14423E-02
  7.14221E+00  6.40075E-01 -3.30516E-02
  7.19130E+00  6.54705E-01 -3.33872E-02
  7.24039E+00  6.59373E-01 -3.47837E-02
  7.28948E+00  6.60335E-01 -3.43522E-02
  7.33856E+00  6.57753E-01 -3.13446E-02
  7.38765E+00  6.49620E-01 -2.92489E-02
  7.43674E+00  6.45978E-01 -2.61423E-02
  7.48583E+00  6.51959E-01 -1.77375E-02
  7.53491E+00  6.49492E-01 -8.87914E-03
  7.58400E+00  6.20064E-01 -8.29180E-03
  7.63309E+00  5.70304E-01 -1.75282E-02
  7.68218E+00  5.22993E-01 -3.05670E-02
  7.73126E+00  4.95136E-01 -3.96620E-02
  7.78035E+00  4.89142E-01 -4.11273E-02
  7.82944E+00  4.97669E-01 -3.74397E-02
  7.87853E+00  5.12066E-01 -3.46587E-02
  7.92761E+00  5.28156E-01 -3.75537E-02
  7.97670E+00  5.48050E-01 -4.42754E-02
  8.02579E+00  5.75570E-01 -4.56855E-02
  8.07487E+00  6.06607E-01 -3.64432E-02
  8.12396E+00  6.29189E-01 -2.34574E-02
  8.17305E+00  6.37461E-01 -1.53473E-02
  8.22214E+00  6.38391E-01 -1.16436E-02
  8.27122E+00  6.40327E-01 -6.88657E-03
  8.32031E+00  6.40948E-01  3.50405E-04
  8.36940E+00  6.32048E-01  5.96454E-03
  8.41849E+00  6.13506E-01  3.48103E-03
  8.46757E+00  5.96707E-01 -1.26314E-02
  8.51666E+00  5.92317E-01 -3.68010E-02
  8.56575E+00  5.96717E-01 -4.87233E-02
  8.61484E+00  5.93503E-01 -3.58141E-02
  8.66392E+00  5.69603E-01 -9.28410E-03
  8.71301E+00  5.29041E-01  1.30965E-02
  8.76210E+00  4.88881E-01  2.43397E-02
  8.81119E+00  4.63417E-01  2.62196E-02
  8.86027E+00  4.56280E-01  2.15922E-02
  8.90936E+00  4.64593E-01  1.15620E-02
  8.95845E+00  4.84369E-01 -2.46609E-03
  9.00754E+00  5.11600E-01 -1.71224E-02
  9.05662E+00  5.41152E-01 -2.89289E-02
  9.10571E+00  5.66806E-01 -3.63833E-02
  9.15480E+00  5.84278E-01 -3.94477E-02
  9.20388E+00  5.93667E-01 -3.89305E-02
  9.25297E+00  5.97126E-01 -3.68146E-02
  9.30206E+00  5.95840E-01 -3.48684E-02
  9.35115E+00  5.90722E-01 -3.29749E-02
  9.40023E+00  5.83398E-01 -3.13381E-02
  9.44932E+00  5.75952E-01 -3.26262E-02
  9.49841E+00  5.72308E-01 -3.77213E-02
  9.54750E+00  5.77742E-01 -4.07242E-02
  9.59658E+00  5.90504E-01 -3.44615E-02
  9.64567E+00  5.97901E-01 -2.09751E-02
  9.69476E+00  5.89899E-01 -8.33769E-03
  9.74385E+00  5.69894E-01 -4.45265E-04
  9.79293E+00  5.46920E-01  3.90724E-03
  9.84202E+00  5.26114E-01  6.20181E-03
  9.89111E+00  5.09049E-01  5.89906E-03
  9.94020E+00  4.97106E-01  2.21142E-03
  9.98928E+00  4.91246E-01 -3.49075E-03
  1.00384E+01  4.90753E-01 -8.24764E-03
  1.00875E+01  4.94570E-01 -9.92944E-03
  1.01365E+01  5.01401E-01 -8.54823E-03
  1.01856E+01  5.06469E-01 -5.80605E-03
  1.02347E+01  5.02704E-01 -3.40702E-03
  1.02838E+01  4.87970E-01 -1.91372E-03
  1.03329E+01  4.67736E-01 -1.31176E-03
  1.03820E+01  4.49930E-01 -1.59000E-03
  1.04311E+01  4.39699E-01 -1.91950E-03
  1.04802E+01  4.38395E-01 -4.67797E-04
  1.05292E+01  4.44452E-01  3.83280E-03
  1.05783E+01  4.53613E-01  1.00380E-02
  1.06274E+01  4.59648E-01  1.56895E-02
  1.06765E+01  4.57699E-01  1.81510E-02
