 x/h, U+, V+
  2.45437E-02  4.66723E-01  2.61658E-02
  7.36311E-02  4.75193E-01  2.55278E-02
  1.22718E-01  4.84013E-01  2.31584E-02
  1.71806E-01  4.92940E-01  1.99542E-02
  2.20893E-01  5.00386E-01  1.71375E-02
  2.69981E-01  5.03147E-01  1.54783E-02
  3.19068E-01  4.98515E-01  1.48698E-02
  3.68155E-01  4.86993E-01  1.46981E-02
  4.17243E-01  4.72671E-01  1.43954E-02
  4.66330E-01  4.61053E-01  1.36009E-02
  5.15418E-01  4.56636E-01  1.20923E-02
  5.64505E-01  4.61739E-01  9.68305E-03
  6.13592E-01  4.76274E-01  5.97110E-03
  6.62680E-01  4.97953E-01  2.68430E-04
  7.11767E-01  5.22994E-01 -7.60472E-03
  7.60854E-01  5.47194E-01 -1.62957E-02
  8.09942E-01  5.67493E-01 -2.32790E-02
  8.59029E-01  5.84239E-01 -2.62003E-02
  9.08117E-01  6.01239E-01 -2.37678E-02
  9.57204E-01  6.20755E-01 -1.67367E-02
  1.00629E+00  6.39613E-01 -8.51978E-03
  1.05538E+00  6.53245E-01 -3.16926E-03
  1.10447E+00  6.61463E-01 -2.25270E-03
  1.15355E+00  6.67724E-01 -4.22684E-03
  1.20264E+00  6.74179E-01 -6.40535E-03
  1.25173E+00  6.78399E-01 -7.04571E-03
  1.30082E+00  6.74558E-01 -6.00604E-03
  1.34990E+00  6.58649E-01 -4.01897E-03
  1.39899E+00  6.32930E-01 -1.68262E-03
  1.44808E+00  6.04341E-01  5.17092E-04
  1.49717E+00  5.79263E-01  1.88183E-03
  1.54625E+00  5.60996E-01  2.07339E-03
  1.59534E+00  5.50594E-01  1.48488E-03
  1.64443E+00  5.47462E-01  6.45701E-04
  1.69351E+00  5.48974E-01 -3.45555E-04
  1.74260E+00  5.51490E-01 -1.81655E-03
  1.79169E+00  5.52974E-01 -4.05660E-03
  1.84078E+00  5.54227E-01 -6.74096E-03
  1.88986E+00  5.57258E-01 -9.07689E-03
  1.93895E+00  5.63009E-01 -1.05142E-02
  1.98804E+00  5.70857E-01 -1.08712E-02
  2.03713E+00  5.79964E-01 -1.03051E-02
  2.08621E+00  5.90723E-01 -9.69250E-03
  2.13530E+00  6.03744E-01 -1.01190E-02
  2.18439E+00  6.16805E-01 -1.16612E-02
  2.23348E+00  6.25432E-01 -1.36612E-02
  2.28256E+00  6.28666E-01 -1.57213E-02
  2.33165E+00  6.31098E-01 -1.73742E-02
  2.38074E+00  6.37119E-01 -1.80634E-02
  2.42983E+00  6.46730E-01 -1.80751E-02
  2.47891E+00  6.56460E-01 -1.77634E-02
  2.52800E+00  6.59399E-01 -1.60696E-02
  2.57709E+00  6.49166E-01 -1.27954E-02
  2.62618E+00  6.29924E-01 -1.04752E-02
  2.67526E+00  6.14640E-01 -1.00175E-02
  2.72435E+00  6.08820E-01 -8.29415E-03
  2.77344E+00  6.04060E-01 -3.64474E-03
  2.82252E+00  5.91310E-01  5.04151E-04
  2.87161E+00  5.72640E-01  8.64294E-04
  2.92070E+00  5.53257E-01 -1.26044E-03
  2.96979E+00  5.28705E-01 -2.89265E-03
  3.01887E+00  4.91145E-01 -2.51670E-03
  3.06796E+00  4.44396E-01  7.71068E-04
  3.11705E+00  4.01211E-01  7.52759E-03
  3.16614E+00  3.69572E-01  1.64044E-02
  3.21522E+00  3.49892E-01  2.48925E-02
  3.26431E+00  3.40234E-01  3.12723E-02
  3.31340E+00  3.38720E-01  3.46490E-02
  3.36249E+00  3.43330E-01  3.45702E-02
  3.41157E+00  3.51909E-01  3.15538E-02
  3.46066E+00  3.63023E-01  2.73174E-02
  3.50975E+00  3.76453E-01  2.39471E-02
  3.55884E+00  3.91555E-01  2.25226E-02
  3.60792E+00  4.05365E-01  2.23979E-02
  3.65701E+00  4.14030E-01  2.18992E-02
  3.70610E+00  4.16618E-01  1.93510E-02
  3.75518E+00  4.16477E-01  1.36916E-02
  3.80427E+00  4.18165E-01  5.41997E-03
  3.85336E+00  4.24682E-01 -3.26793E-03
  3.90245E+00  4.38151E-01 -9.70834E-03
  3.95153E+00  4.58784E-01 -1.22239E-02
  4.00062E+00  4.82482E-01 -1.18035E-02
  4.04971E+00  5.03527E-01 -1.01654E-02
  4.09880E+00  5.18405E-01 -5.78923E-03
  4.14788E+00  5.25668E-01  2.86593E-03
  4.19697E+00  5.25454E-01  1.19736E-02
  4.24606E+00  5.20228E-01  1.54181E-02
  4.29515E+00  5.14574E-01  1.03818E-02
  4.34423E+00  5.13793E-01 -1.44604E-03
  4.39332E+00  5.21217E-01 -1.51219E-02
  4.44241E+00  5.35682E-01 -2.55010E-02
  4.49150E+00  5.52576E-01 -3.08517E-02
  4.54058E+00  5.67926E-01 -3.26036E-02
  4.58967E+00  5.80892E-01 -3.18649E-02
  4.63876E+00  5.92017E-01 -2.83601E-02
  4.68785E+00  6.00331E-01 -2.24780E-02
  4.73693E+00  6.03948E-01 -1.59317E-02
  4.78602E+00  6.02844E-01 -1.02555E-02
  4.83511E+00  5.99007E-01 -6.17437E-03
  4.88419E+00  5.94149E-01 -4.01476E-03
  4.93328E+00  5.89043E-01 -3.58060E-03
  4.98237E+00  5.84986E-01 -4.01098E-03
  5.03146E+00  5.83795E-01 -4.22495E-03
  5.08054E+00  5.85404E-01 -3.74248E-03
  5.12963E+00  5.87389E-01 -3.75634E-03
  5.17872E+00  5.88944E-01 -6.72306E-03
  5.22781E+00  5.93158E-01 -1.27426E-02
  5.27689E+00  6.01352E-01 -1.75179E-02
  5.32598E+00  6.08579E-01 -1.73162E-02
  5.37507E+00  6.09982E-01 -1.41440E-02
  5.42416E+00  6.07522E-01 -1.37954E-02
  5.47324E+00  6.07186E-01 -1.89840E-02
  5.52233E+00  6.11241E-01 -2.52666E-02
  5.57142E+00  6.15367E-01 -2.53408E-02
  5.62051E+00  6.14462E-01 -1.81368E-02
  5.66959E+00  6.08689E-01 -1.05069E-02
  5.71868E+00  6.01491E-01 -1.00782E-02
  5.76777E+00  5.92863E-01 -1.86601E-02
  5.81686E+00  5.79436E-01 -2.98900E-02
  5.86594E+00  5.62444E-01 -3.51265E-02
  5.91503E+00  5.49729E-01 -3.25582E-02
