 x/h, U+, V+
  2.45437E-02  4.89574E-01 -1.74755E-02
  7.36311E-02  5.03774E-01 -1.72288E-02
  1.22718E-01  5.16882E-01 -1.42911E-02
  1.71806E-01  5.26805E-01 -1.02702E-02
  2.20893E-01  5.31114E-01 -6.49805E-03
  2.69981E-01  5.27279E-01 -3.12134E-03
  3.19068E-01  5.14288E-01  3.01802E-04
  3.68155E-01  4.94221E-01  4.02082E-03
  4.17243E-01  4.71153E-01  7.86227E-03
  4.66330E-01  4.48154E-01  1.14386E-02
  5.15418E-01  4.25441E-01  1.43396E-02
  5.64505E-01  4.01269E-01  1.60516E-02
  6.13592E-01  3.74749E-01  1.60763E-02
  6.62680E-01  3.47869E-01  1.43857E-02
  7.11767E-01  3.24549E-01  1.14119E-02
  7.60854E-01  3.08198E-01  7.46993E-03
  8.09942E-01  3.01025E-01  2.88836E-03
  8.59029E-01  3.04956E-01 -7.99422E-04
  9.08117E-01  3.21098E-01 -9.00858E-04
  9.57204E-01  3.47670E-01  3.67252E-03
  1.00629E+00  3.79873E-01  1.05869E-02
  1.05538E+00  4.12235E-01  1.62397E-02
  1.10447E+00  4.40613E-01  1.86828E-02
  1.15355E+00  4.62716E-01  1.80958E-02
  1.20264E+00  4.78030E-01  1.55600E-02
  1.25173E+00  4.87526E-01  1.19536E-02
  1.30082E+00  4.92800E-01  7.63165E-03
  1.34990E+00  4.94954E-01  2.63359E-03
  1.39899E+00  4.94325E-01 -2.90238E-03
  1.44808E+00  4.91583E-01 -8.28292E-03
  1.49717E+00  4.88809E-01 -1.21218E-02
  1.54625E+00  4.88790E-01 -1.29651E-02
  1.59534E+00  4.92991E-01 -1.04788E-02
  1.64443E+00  5.00465E-01 -6.07401E-03
  1.69351E+00  5.08692E-01 -2.05537E-03
  1.74260E+00  5.15167E-01  3.98813E-05
  1.79169E+00  5.18369E-01  2.64893E-04
  1.84078E+00  5.17877E-01 -3.68767E-04
  1.88986E+00  5.14115E-01 -1.02365E-03
  1.93895E+00  5.08174E-01 -1.61498E-03
  1.98804E+00  5.01684E-01 -2.62138E-03
  2.03713E+00  4.96308E-01 -4.44623E-03
  2.08621E+00  4.92879E-01 -6.78886E-03
  2.13530E+00  4.91168E-01 -8.50293E-03
  2.18439E+00  4.91094E-01 -8.27276E-03
  2.23348E+00  4.93741E-01 -5.76560E-03
  2.28256E+00  4.98869E-01 -2.21230E-03
  2.33165E+00  5.00175E-01  3.23535E-04
  2.38074E+00  4.87035E-01  9.21850E-04
  2.42983E+00  4.55758E-01  1.42189E-03
  2.47891E+00  4.15889E-01  4.69786E-03
  2.52800E+00  3.81179E-01  1.10159E-02
  2.57709E+00  3.58326E-01  1.76315E-02
  2.62618E+00  3.46287E-01  2.15143E-02
  2.67526E+00  3.41393E-01  2.16388E-02
  2.72435E+00  3.40739E-01  1.91594E-02
  2.77344E+00  3.42850E-01  1.61013E-02
  2.82252E+00  3.47193E-01  1.40423E-02
  2.87161E+00  3.53548E-01  1.35811E-02
  2.92070E+00  3.61639E-01  1.44694E-02
  2.96979E+00  3.71090E-01  1.60081E-02
  3.01887E+00  3.81587E-01  1.74288E-02
  3.06796E+00  3.93000E-01  1.81415E-02
  3.11705E+00  4.05382E-01  1.78295E-02
  3.16614E+00  4.18853E-01  1.64324E-02
  3.21522E+00  4.33463E-01  1.40890E-02
  3.26431E+00  4.49066E-01  1.10962E-02
  3.31340E+00  4.65225E-01  7.87108E-03
  3.36249E+00  4.81119E-01  4.85295E-03
  3.41157E+00  4.95573E-01  2.31377E-03
  3.46066E+00  5.07354E-01  1.71823E-04
  3.50975E+00  5.15789E-01 -2.00990E-03
  3.55884E+00  5.21345E-01 -4.76868E-03
  3.60792E+00  5.25619E-01 -8.42510E-03
  3.65701E+00  5.30611E-01 -1.29618E-02
  3.70610E+00  5.37709E-01 -1.80879E-02
  3.75518E+00  5.47039E-01 -2.33498E-02
  3.80427E+00  5.57496E-01 -2.83919E-02
  3.85336E+00  5.67650E-01 -3.33914E-02
  3.90245E+00  5.77315E-01 -3.89225E-02
  3.95153E+00  5.88411E-01 -4.45840E-02
  4.00062E+00  6.03047E-01 -4.79247E-02
  4.04971E+00  6.19870E-01 -4.62272E-02
  4.09880E+00  6.33824E-01 -3.98681E-02
  4.14788E+00  6.41067E-01 -3.29056E-02
  4.19697E+00  6.43254E-01 -2.98146E-02
  4.24606E+00  6.46035E-01 -3.14159E-02
  4.29515E+00  6.53540E-01 -3.45213E-02
  4.34423E+00  6.65133E-01 -3.56479E-02
